variant_label,replicate_index,qc_level,k10_total,frequency_rubric_mean,evidence_relevance_mean,hallucination,qc_overall_score,details,report_path,tier2_skipped_reason,raw_grader_response
LLM_b_gpt-oss,8,end_to_end,27,3.4,3.0,False,3.2,"The report supplies strong evidence for fatigue, nervousness, restlessness, and sadness items, matching diary content. It omits citations for several items, lowering evidence relevance. Frequency scores capture how often themes recur, but lack of evidence for some items limits confidence in those areas.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013655.html,,"{""frequency_rubric_per_item"":[3,4,2,1,5,5,3,1,5,5],""frequency_rubric_mean"":3.40,""evidence_relevance_per_item"":[5,1,5,1,5,5,5,1,1,1],""evidence_relevance_mean"":2.90,""hallucination"":false,""details"":""The report supplies strong evidence for fatigue, nervousness, restlessness, and sadness items, matching diary content. It omits citations for several items, lowering evidence relevance. Frequency scores capture how often themes recur, but lack of evidence for some items limits confidence in those areas.""}"
LLM_b_gpt-oss,8,rag_aware,27,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013655.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,9,end_to_end,28,2.8,3.4,False,3.1,"The report captures frequent tiredness, low mood and restlessness with high scores, but treats other anxiety aspects as rare. Evidence is clear for the main symptoms, yet lacks support for less‑highlighted items, leaving those scores essentially at zero. Overall it portrays a diary dominated by fatigue and racing thoughts, with minimal mention of other distress indicators.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013742.html,,"{""frequency_rubric_per_item"":[4,1,1,4,4,1,4,1,4,4],""frequency_rubric_mean"":2.80,""evidence_relevance_per_item"":[5,1,1,5,5,1,5,1,5,5],""evidence_relevance_mean"":3.40,""hallucination"":false,""details"":""The report captures frequent tiredness, low mood and restlessness with high scores, but treats other anxiety aspects as rare. Evidence is clear for the main symptoms, yet lacks support for less‑highlighted items, leaving those scores essentially at zero. Overall it portrays a diary dominated by fatigue and racing thoughts, with minimal mention of other distress indicators.""}"
LLM_b_gpt-oss,9,rag_aware,28,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013742.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,10,end_to_end,28,3.6,2.8,False,3.2,"Frequent fatigue, restlessness and effortful workload emerge, but the evidence for many items is sparse, limiting the reliability of the distress estimate.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013839.html,,"{
  ""frequency_rubric_per_item"": [5,4,3,2,5,3,5,1,3,5],
  ""frequency_rubric_mean"": 3.60,
  ""evidence_relevance_per_item"": [4,1,1,1,4,4,4,1,4,4],
  ""evidence_relevance_mean"": 2.80,
  ""hallucination"": false,
  ""details"": ""Frequent fatigue, restlessness and effortful workload emerge, but the evidence for many items is sparse, limiting the reliability of the distress estimate.""
}"
LLM_b_gpt-oss,10,rag_aware,28,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013839.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,11,end_to_end,25,3.7,3.0,False,3.35,"Report reflects frequent fatigue, nervousness and restlessness, but lacks evidence for hopelessness, sadness, worthlessness. Overall frequencies align with diary, though several items miss supporting quotes. Good coverage of grounding practices and sleep patterns.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013928.html,,"{
  ""frequency_rubric_per_item"": [5,5,4,3,5,2,3,2,3,5],
  ""frequency_rubric_mean"": 3.50,
  ""evidence_relevance_per_item"": [5,5,5,1,5,1,1,1,1,5],
  ""evidence_relevance_mean"": 2.80,
  ""hallucination"": false,
  ""details"": ""Report reflects frequent fatigue, nervousness and restlessness, but lacks evidence for hopelessness, sadness, worthlessness. Overall frequencies align with diary, though several items miss supporting quotes. Good coverage of grounding practices and sleep patterns.""
}"
LLM_b_gpt-oss,11,rag_aware,25,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013928.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,12,end_to_end,26,2.9,2.6,False,2.75,"Diary shows frequent fatigue, persistent anxiety, and low mood, with restlessness and sadness appearing less consistently. Overall distress is high, yet hopefulness or worthlessness remain minimal.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014056.html,,"{
  ""frequency_rubric_per_item"": [5,5,1,1,3,2,4,1,4,3],
  ""frequency_rubric_mean"": 2.9,
  ""evidence_relevance_per_item"": [5,5,1,1,1,1,5,1,5,1],
  ""evidence_relevance_mean"": 2.6,
  ""hallucination"": false,
  ""details"": ""Diary shows frequent fatigue, persistent anxiety, and low mood, with restlessness and sadness appearing less consistently. Overall distress is high, yet hopefulness or worthlessness remain minimal.""
}"
LLM_b_gpt-oss,12,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014056.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,13,end_to_end,28,2.8,2.5,False,2.65,"The report assigns high frequency to tiredness and restlessness, moderate to nervousness and hopelessness, and low to sadness and worthlessness, reflecting frequent diary mentions. Evidence is strong for tiredness, nervousness, hopelessness, and restlessness, but weak for sadness, effort, worthlessness, depression, and hyper‑calming anxiety, leading to low relevance on several items.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014145.html,,"{
  ""frequency_rubric_per_item"": [4,3,2,3,4,2,2,2,2,4],
  ""frequency_rubric_mean"": 2.80,
  ""evidence_relevance_per_item"": [4,4,1,4,4,1,1,1,1,4],
  ""evidence_relevance_mean"": 2.50,
  ""hallucination"": false,
  ""details"": ""The report assigns high frequency to tiredness and restlessness, moderate to nervousness and hopelessness, and low to sadness and worthlessness, reflecting frequent diary mentions. Evidence is strong for tiredness, nervousness, hopelessness, and restlessness, but weak for sadness, effort, worthlessness, depression, and hyper‑calming anxiety, leading to low relevance on several items.""
}"
LLM_b_gpt-oss,13,rag_aware,28,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014145.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,14,end_to_end,31,2.4,3.4,False,2.9,"The report shows consistent mention of fatigue and depression, suggesting moderate to high frequency; anxiety and hopelessness are less frequent. Evidence generally aligns with items. No unsupported facts were detected.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014305.html,,"{""frequency_rubric_per_item"":[4,2,1,1,3,4,1,1,4,3],""frequency_rubric_mean"":2.4,""evidence_relevance_per_item"":[5,3,2,2,4,5,2,2,5,4],""evidence_relevance_mean"":3.6,""hallucination"":false,""details"":""The report shows consistent mention of fatigue and depression, suggesting moderate to high frequency; anxiety and hopelessness are less frequent. Evidence generally aligns with items. No unsupported facts were detected.""}"
LLM_b_gpt-oss,14,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014305.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,15,end_to_end,31,3.0,4.1,False,3.55,"Restlessness, nervousness, and fatigue recur daily, indicating pervasive distress. Symptoms appear repeatedly, so the high frequency scores are justified. Grounding practices and social outings offer brief relief, and the report aligns with the journal content without fabricating facts.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014349.html,,"{
  ""frequency_rubric_per_item"": [4,4,1,3,4,3,3,1,3,4],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [5,5,1,4,5,5,5,1,5,5],
  ""evidence_relevance_mean"": 4.10,
  ""hallucination"": false,
  ""details"": ""Restlessness, nervousness, and fatigue recur daily, indicating pervasive distress. Symptoms appear repeatedly, so the high frequency scores are justified. Grounding practices and social outings offer brief relief, and the report aligns with the journal content without fabricating facts.""
}"
LLM_b_gpt-oss,15,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014349.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,16,end_to_end,30,3.4,3.4,False,3.4,"The report accurately identifies frequent fatigue and restlessness across multiple entries, scoring high where evidence is present. Items without evidence are rated low, reflecting the diary’s actual content. No unsupported claims appear, indicating no hallucination.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014439.html,,"{""frequency_rubric_per_item"":[4,4,2,2,5,5,3,5,2,2],""frequency_rubric_mean"":3.40,""evidence_relevance_per_item"":[5,5,1,1,5,5,5,5,1,1],""evidence_relevance_mean"":3.40,""hallucination"":false,""details"":""The report accurately identifies frequent fatigue and restlessness across multiple entries, scoring high where evidence is present. Items without evidence are rated low, reflecting the diary’s actual content. No unsupported claims appear, indicating no hallucination.""}"
LLM_b_gpt-oss,16,rag_aware,30,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014439.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,17,end_to_end,38,3.5,3.5,False,3.5,"Diary reveals frequent restless anxiety, wired‑tired cycles, depressive moods and burnout; grounding practices give brief relief. Symptoms recur daily, with hypervigilance and work overload especially prominent, leading to high overall distress and low energy.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014518.html,,"{""frequency_rubric_per_item"":[5,3,4,3,3,3,4,4,3,3],""frequency_rubric_mean"":3.4,""evidence_relevance_per_item"":[5,3,4,3,3,3,4,4,3,3],""evidence_relevance_mean"":3.4,""hallucination"":false,""details"":""Diary reveals frequent restless anxiety, wired‑tired cycles, depressive moods and burnout; grounding practices give brief relief. Symptoms recur daily, with hypervigilance and work overload especially prominent, leading to high overall distress and low energy.""}"
LLM_b_gpt-oss,17,rag_aware,38,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014518.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,18,end_to_end,33,4.0,3.8,False,3.9,"The diary shows persistent fatigue, anxiety, and depressive rumination, with frequent restlessness and a sense of relentless effort at work; although some moments of cheerfulness exist, overall distress is high.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014613.html,,"{
  ""frequency_rubric_per_item"": [5,5,3,3,5,3,5,3,5,3],
  ""frequency_rubric_mean"": 4.00,
  ""evidence_relevance_per_item"": [5,5,1,3,5,3,5,3,5,3],
  ""evidence_relevance_mean"": 3.80,
  ""hallucination"": false,
  ""details"": ""The diary shows persistent fatigue, anxiety, and depressive rumination, with frequent restlessness and a sense of relentless effort at work; although some moments of cheerfulness exist, overall distress is high.""
}"
LLM_b_gpt-oss,18,rag_aware,33,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014613.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,19,end_to_end,35,3.5,4.4,False,3.95,"Most symptoms recur across the final 30‑day window (high or frequent), with low mood, hypervigilance and effort described consistently, while worthlessness appears rarely. Evidence quoted aligns neatly with the corresponding symptom themes (scored 4–5), except for worthlessness where no support is given. No fabricated events or contradictions were detected.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014721.html,,"{""frequency_rubric_per_item"":[4,4,3,4,4,3,4,1,4,4],""frequency_rubric_mean"":3.50,""evidence_relevance_per_item"":[5,5,4,5,5,4,5,1,5,5],""evidence_relevance_mean"":4.40,""hallucination"":false,""details"":""Most symptoms recur across the final 30‑day window (high or frequent), with low mood, hypervigilance and effort described consistently, while worthlessness appears rarely. Evidence quoted aligns neatly with the corresponding symptom themes (scored 4–5), except for worthlessness where no support is given. No fabricated events or contradictions were detected.""}"
LLM_b_gpt-oss,19,rag_aware,35,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014721.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,20,end_to_end,34,2.6,3.3,True,2.95,"The report captures some recurring fatigue, nervousness, restlessness, and depressive mood, but many items lack concrete evidence. The overall distress estimate is questionable due to missing scores and over‑generalized claims.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014809.html,,"{
  ""frequency_rubric_per_item"": [5,3,1,1,4,1,4,1,4,2],
  ""frequency_rubric_mean"": 2.60,
  ""evidence_relevance_per_item"": [5,5,1,1,5,1,5,1,5,4],
  ""evidence_relevance_mean"": 3.30,
  ""hallucination"": true,
  ""details"": ""The report captures some recurring fatigue, nervousness, restlessness, and depressive mood, but many items lack concrete evidence. The overall distress estimate is questionable due to missing scores and over‑generalized claims.""
}"
LLM_b_gpt-oss,20,rag_aware,34,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014809.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,21,end_to_end,26,1.7,3.4,False,2.55,"The diary shows frequent tiredness, nervousness and occasional hopeless mood, but little evidence for restlessness or worthlessness; overall distress appears moderate to high, with no hallucinated content.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014854.html,,"{
  ""frequency_rubric_per_item"": [4, 3, 3, 1, 1, 1, 1, 1, 1, 1],
  ""frequency_rubric_mean"": 1.7,
  ""evidence_relevance_per_item"": [5, 5, 5, 5, 1, 5, 1, 1, 5, 1],
  ""evidence_relevance_mean"": 3.4,
  ""hallucination"": false,
  ""details"": ""The diary shows frequent tiredness, nervousness and occasional hopeless mood, but little evidence for restlessness or worthlessness; overall distress appears moderate to high, with no hallucinated content.""
}"
LLM_b_gpt-oss,21,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014854.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,22,end_to_end,35,2.0,2.0,False,2.0,"The report lacks detailed justification for each item, omits many evidence quotes, and provides a vague summary that likely underestimates the diary’s nuances.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014934.html,,"{
  ""frequency_rubric_per_item"": [2,2,2,2,2,2,2,2,2,2],
  ""frequency_rubric_mean"": 2.0,
  ""evidence_relevance_per_item"": [2,2,2,2,2,2,2,2,2,2],
  ""evidence_relevance_mean"": 2.0,
  ""hallucination"": false,
  ""details"": ""The report lacks detailed justification for each item, omits many evidence quotes, and provides a vague summary that likely underestimates the diary’s nuances.""
}"
LLM_b_gpt-oss,22,rag_aware,35,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_014934.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,23,end_to_end,26,2.3,2.5,False,2.4,"The diary shows frequent exhaustion, anxiety, and restlessness, with occasional notes of hopelessness or depression. Patterns of late‑night scrolling and hypervigilance highlight coping challenges, while grounding rituals occasionally provide brief relief.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015052.html,,"{
  ""frequency_rubric_per_item"": [4,3,1,1,4,1,3,1,1,4],
  ""frequency_rubric_mean"": 2.30,
  ""evidence_relevance_per_item"": [4,4,1,1,4,1,4,1,1,4],
  ""evidence_relevance_mean"": 2.50,
  ""hallucination"": false,
  ""details"": ""The diary shows frequent exhaustion, anxiety, and restlessness, with occasional notes of hopelessness or depression. Patterns of late‑night scrolling and hypervigilance highlight coping challenges, while grounding rituals occasionally provide brief relief.""
}"
LLM_b_gpt-oss,23,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015052.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,24,end_to_end,27,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015202.html,,"{""frequency_rubric_per_item"":[5,2,5,1,3,1,3,1,1,3],""frequency_rubric_mean"":2.40,""evidence_relevance_per_item"":[5,1,5,1,5,1,1,1,1,1],""evidence_relevance_mean"":2.20,""hallucination"":false,""details"":""The diary shows strong evidence of fatigue, hypervigilance and restless‑fidgety states, while the data for hopelessness, sadness, worthlessness and depression are scarce. Hypervigilance is frequent, suggesting chronic anxiety. Limited evidence for many items illustrates gaps, but the overall pattern points to high fatigue and restlessness.”}"
LLM_b_gpt-oss,24,rag_aware,27,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015202.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,25,end_to_end,30,2.6,2.8,False,2.7,"The report captures frequent fatigue, anxiety, restlessness, and occasional low mood across the journal period, with strong evidence of recurring tiredness, nervousness, and sense of effort. It identifies moderate depressive feelings and hypervigilance, but shows limited mention of hopelessness or worthlessness. Overall, the summary is consistent with the provided entries and avoids unsupported claims.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015312.html,,"{
  ""frequency_rubric_per_item"": [4,4,1,1,4,2,3,1,3,3],
  ""frequency_rubric_mean"": 2.60,
  ""evidence_relevance_per_item"": [4,4,1,1,4,3,4,1,3,3],
  ""evidence_relevance_mean"": 2.80,
  ""hallucination"": false,
  ""details"": ""The report captures frequent fatigue, anxiety, restlessness, and occasional low mood across the journal period, with strong evidence of recurring tiredness, nervousness, and sense of effort. It identifies moderate depressive feelings and hypervigilance, but shows limited mention of hopelessness or worthlessness. Overall, the summary is consistent with the provided entries and avoids unsupported claims.""
}"
LLM_b_gpt-oss,25,rag_aware,30,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015312.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,26,end_to_end,31,3.8,3.7,False,3.75,"The diary shows frequent fatigue, anxiety, and effortful work, with occasional depressive signals. Evidence largely matches entries; low mood and hopelessness are scarcely noted. Overall, no unsupported claims are evident.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015349.html,,"{
  ""frequency_rubric_per_item"": [5,5,4,2,5,2,5,2,3,5],
  ""frequency_rubric_mean"": 3.80,
  ""evidence_relevance_per_item"": [4,5,5,1,5,3,5,1,3,5],
  ""evidence_relevance_mean"": 3.70,
  ""hallucination"": false,
  ""details"": ""The diary shows frequent fatigue, anxiety, and effortful work, with occasional depressive signals. Evidence largely matches entries; low mood and hopelessness are scarcely noted. Overall, no unsupported claims are evident.""
}"
LLM_b_gpt-oss,26,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015349.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,27,end_to_end,27,3.0,2.6,False,2.8,"The diary reveals frequent tiredness, heightened anxiety, and a perception that daily tasks feel excessively demanding. Depressive mood surfaces regularly, though it remains somewhat mild. Restlessness and short‑sightedness are common, but evidence for catastrophic nervousness is limited. Overall, the entries point to a pattern of chronic fatigue and blunted motivation, with few concrete, serious depressive episodes.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015437.html,,"{
  ""frequency_rubric_per_item"": [5, 5, 2, 1, 4, 1, 5, 5, 1, 1],
  ""frequency_rubric_mean"": 2.90,
  ""evidence_relevance_per_item"": [4, 4, 1, 1, 3, 1, 5, 5, 1, 1],
  ""evidence_relevance_mean"": 2.50,
  ""hallucination"": false,
  ""details"": ""The diary reveals frequent tiredness, heightened anxiety, and a perception that daily tasks feel excessively demanding. Depressive mood surfaces regularly, though it remains somewhat mild. Restlessness and short‑sightedness are common, but evidence for catastrophic nervousness is limited. Overall, the entries point to a pattern of chronic fatigue and blunted motivation, with few concrete, serious depressive episodes.""
}"
LLM_b_gpt-oss,27,rag_aware,27,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015437.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,28,end_to_end,26,3.5,3.1,False,3.3,"The report captures frequent fatigue, persistent nervousness, restlessness, and mild depressive mood, but evidence for some items is missing, limiting confidence.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015530.html,,"{
  ""frequency_rubric_per_item"": [5,4,4,3,4,2,4,2,4,3],
  ""frequency_rubric_mean"": 3.50,
  ""evidence_relevance_per_item"": [5,2,2,3,4,2,4,2,4,3],
  ""evidence_relevance_mean"": 3.10,
  ""hallucination"": false,
  ""details"": ""The report captures frequent fatigue, persistent nervousness, restlessness, and mild depressive mood, but evidence for some items is missing, limiting confidence.""
}"
LLM_b_gpt-oss,28,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015530.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,29,end_to_end,32,4.1,2.8,False,3.45,"The report’s evidence largely appears in the journal, though several items lack explicit support or have misattributed statements (e.g., restlessness). Frequency scores are high for most symptoms, but evidence relevance is low where bullets are absent or irrelevant, indicating gaps in the summary.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015608.html,,"{
  ""frequency_rubric_per_item"": [5,5,5,2,5,3,5,1,5,5],
  ""frequency_rubric_mean"": 4.10,
  ""evidence_relevance_per_item"": [5,5,1,1,1,2,5,1,2,5],
  ""evidence_relevance_mean"": 2.80,
  ""hallucination"": false,
  ""details"": ""The report’s evidence largely appears in the journal, though several items lack explicit support or have misattributed statements (e.g., restlessness). Frequency scores are high for most symptoms, but evidence relevance is low where bullets are absent or irrelevant, indicating gaps in the summary.""
}"
LLM_b_gpt-oss,29,rag_aware,32,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015608.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,30,end_to_end,30,3.8,3.6,False,3.7,"Frequent, pervasive fatigue and hypervigilance dominate. Anxiety and restlessness recur across many entries, while depressive mood appears often but less intense. Worthlessness and extreme sadness are rarely mentioned. The report reflects these patterns but omits some themes, giving lower relevance for items lacking evidence. Overall distress remains high, with intermittent brief activity‑induced energy spikes.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015656.html,,"{""frequency_rubric_per_item"":[5,5,4,4,5,2,3,1,5,4],""frequency_rubric_mean"":3.8,""evidence_relevance_per_item"":[5,5,5,4,4,1,3,1,5,3],""evidence_relevance_mean"":3.6,""hallucination"":false,""details"":""Frequent, pervasive fatigue and hypervigilance dominate. Anxiety and restlessness recur across many entries, while depressive mood appears often but less intense. Worthlessness and extreme sadness are rarely mentioned. The report reflects these patterns but omits some themes, giving lower relevance for items lacking evidence. Overall distress remains high, with intermittent brief activity‑induced energy spikes.""}"
LLM_b_gpt-oss,30,rag_aware,30,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015656.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,31,end_to_end,20,3.1,2.5,False,2.8,"Evidence aligns for items 1,2,5,7,10, but missing or generic for others, and frequency ratings reflect the recurring narrative.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015750.html,,"{
  ""frequency_rubric_per_item"": [4,4,3,1,4,2,4,2,3,4],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [4,4,1,1,4,1,4,1,1,4],
  ""evidence_relevance_mean"": 2.50,
  ""hallucination"": false,
  ""details"": ""Evidence aligns for items 1,2,5,7,10, but missing or generic for others, and frequency ratings reflect the recurring narrative.""
}"
LLM_b_gpt-oss,31,rag_aware,20,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015750.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,32,end_to_end,33,3.5,3.6,False,3.55,"The report captures consistent fatigue, restlessness, and effort‑heavy work, with frequent nervousness across many entries. Evidence largely matches each symptom theme, supporting the assigned scores. No clear hallucinations are evident.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015837.html,,"{
  ""frequency_rubric_per_item"": [5,4,1,1,5,5,4,5,4,1],
  ""frequency_rubric_mean"": 3.50,
  ""evidence_relevance_per_item"": [5,5,1,1,4,5,5,5,4,1],
  ""evidence_relevance_mean"": 3.60,
  ""hallucination"": false,
  ""details"": ""The report captures consistent fatigue, restlessness, and effort‑heavy work, with frequent nervousness across many entries. Evidence largely matches each symptom theme, supporting the assigned scores. No clear hallucinations are evident.""
}"
LLM_b_gpt-oss,32,rag_aware,33,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015837.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,33,end_to_end,29,2.5,2.9,False,2.7,"Report captures well-used themes of fatigue, hypervigilance and depressive mood, but lacks evidence for several items; overall scores appear consistent with journal frequency.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015914.html,,"{  
  ""frequency_rubric_per_item"": [4,4,1,1,4,1,4,1,4,1],  
  ""frequency_rubric_mean"": 2.50,  
  ""evidence_relevance_per_item"": [4,5,1,1,5,1,5,1,5,1],  
  ""evidence_relevance_mean"": 2.90,  
  ""hallucination"": false,  
  ""details"": ""Report captures well-used themes of fatigue, hypervigilance and depressive mood, but lacks evidence for several items; overall scores appear consistent with journal frequency.""  
}"
LLM_b_gpt-oss,33,rag_aware,29,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015914.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,34,end_to_end,25,2.3,1.3,False,1.8,"Tiredness, nervousness, and the sense that all tasks are an effort appear frequently, while hopelessness, worthlessness, and intense sadness are rare; evidence for most items is sparse.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015955.html,,"{
  ""frequency_rubric_per_item"": [4,4,2,1,1,2,4,1,2,2],
  ""frequency_rubric_mean"": 2.30,
  ""evidence_relevance_per_item"": [4,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.30,
  ""hallucination"": false,
  ""details"": ""Tiredness, nervousness, and the sense that all tasks are an effort appear frequently, while hopelessness, worthlessness, and intense sadness are rare; evidence for most items is sparse.""
}"
LLM_b_gpt-oss,34,rag_aware,25,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_015955.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,35,end_to_end,23,2.0,1.8,False,1.9,"The record shows recurring fatigue and anxiety, with some days of intense nervousness and mild depressive mood. Grounding rituals, scheduled naps, and social activities appear to mitigate restlessness and promote brief mood uplifts.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020219.html,,"{
  ""frequency_rubric_per_item"": [3,4,1,1,3,2,1,1,2,2],
  ""frequency_rubric_mean"": 1.90,
  ""evidence_relevance_per_item"": [5,5,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.80,
  ""hallucination"": false,
  ""details"": ""The record shows recurring fatigue and anxiety, with some days of intense nervousness and mild depressive mood. Grounding rituals, scheduled naps, and social activities appear to mitigate restlessness and promote brief mood uplifts.""
}"
LLM_b_gpt-oss,35,rag_aware,23,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020219.html,rag_unavailable_or_empty,
